query_id,query_type,baseline,accuracy_raw,latency_s,cost_usd,input_tokens,output_tokens,accuracy_percent
1,Direct,FLASH_FUSION,1.0,11.012999057769775,0.0027764099999999,4521,138,100.0
1,Direct,FLASH_FUSION,1.0,6.382180213928223,0.0027691199999999,4514,134,100.0
1,Direct,FLASH_FUSION,1.0,7.116103887557983,0.0027446799999999,4494,118,100.0
2,Direct,FLASH_FUSION,1.0,8.624165058135986,0.00280278,4559,143,100.0
2,Direct,FLASH_FUSION,1.0,13.4383807182312,0.00284026,4577,177,100.0
2,Direct,FLASH_FUSION,1.0,12.275907039642334,0.00282031,4578,151,100.0
3,Direct,FLASH_FUSION,1.0,8.19556188583374,0.00295823,4710,227,100.0
3,Direct,FLASH_FUSION,1.0,11.19007396697998,0.00308551,4832,297,100.0
3,Direct,FLASH_FUSION,1.0,7.9596779346466064,0.0029395,4697,213,100.0
4,Direct,FLASH_FUSION,1.0,11.344084978103638,0.0029534599999999,4722,212,100.0
4,Direct,FLASH_FUSION,1.0,9.191051959991457,0.00303908,4839,233,100.0
4,Direct,FLASH_FUSION,1.0,10.121519804000854,0.00297589,4756,215,100.0
5,Reasoning,FLASH_FUSION,1.0,28.61801505088806,0.00344125,5131,524,100.0
5,Reasoning,FLASH_FUSION,1.0,19.8291232585907,0.0034256499999999,5130,505,100.0
5,Reasoning,FLASH_FUSION,1.0,20.44723606109619,0.0035352099999999,5230,569,100.0
6,Reasoning,FLASH_FUSION,1.0,11.40699315071106,0.00340262,5178,440,100.0
6,Reasoning,FLASH_FUSION,1.0,28.4564528465271,0.00365442,5499,519,100.0
6,Reasoning,FLASH_FUSION,1.0,35.14016675949097,0.0036923399999999,5420,626,100.0
7,Reasoning,FLASH_FUSION,1.0,61.89457988739014,0.00398212,5875,653,100.0
7,Reasoning,FLASH_FUSION,1.0,24.344183921813965,0.0038122399999999,5650,606,100.0
7,Reasoning,FLASH_FUSION,1.0,21.53778314590454,0.0035594499999999,5330,525,100.0
8,Reasoning,FLASH_FUSION,0.0,31.964431047439575,0.00352106,5202,572,0.0
8,Reasoning,FLASH_FUSION,0.0,20.125885009765625,0.0034110799999999,5112,500,0.0
8,Reasoning,FLASH_FUSION,0.0,16.290534019470215,0.00351351,5220,549,0.0
9,Out-of-Scope,FLASH_FUSION,1.0,25.19097876548767,0.00150597,2357,146,100.0
9,Out-of-Scope,FLASH_FUSION,1.0,4.576490163803101,0.00152188,2392,140,100.0
9,Out-of-Scope,FLASH_FUSION,1.0,10.685374021530151,0.00151227,2365,148,100.0
10,Out-of-Scope,FLASH_FUSION,1.0,2.6342978477478027,0.0015481,2411,159,100.0
10,Out-of-Scope,FLASH_FUSION,1.0,9.110360145568848,0.00153239,2375,166,100.0
10,Out-of-Scope,FLASH_FUSION,1.0,6.629544019699097,0.001573,2405,195,100.0
11,Out-of-Scope,FLASH_FUSION,1.0,21.21969199180603,0.00163926,2445,249,100.0
11,Out-of-Scope,FLASH_FUSION,0.0,34.1776237487793,0.00399201,5474,965,0.0
11,Out-of-Scope,FLASH_FUSION,0.0,21.378057956695557,0.00342386,5135,499,0.0
12,Out-of-Scope,FLASH_FUSION,1.0,19.078500032424927,0.00175612,2548,320,100.0
12,Out-of-Scope,FLASH_FUSION,1.0,8.062459230422974,0.0016021399999999,2441,205,100.0
12,Out-of-Scope,FLASH_FUSION,1.0,17.38751220703125,0.0018434699999999,2605,388,100.0
