query_id,query_type,baseline,accuracy_raw,latency_s,cost_usd,input_tokens,output_tokens,accuracy_percent
1,Direct,AUTOIOT_ONLY,1.0,2.7811310291290283,8.560999999999999e-05,121,18,100.0
1,Direct,AUTOIOT_ONLY,1.0,2.4779510498046875,8.560999999999999e-05,121,18,100.0
1,Direct,AUTOIOT_ONLY,1.0,2.5468101501464844,8.560999999999999e-05,121,18,100.0
1,Direct,FLASH_FUSION,1.0,5.215685129165649,0.00036341,470,109,100.0
1,Direct,FLASH_FUSION,1.0,5.22139310836792,0.00036341,470,109,100.0
1,Direct,FLASH_FUSION,1.0,4.84508490562439,0.00036341,470,109,100.0
2,Direct,AUTOIOT_ONLY,1.0,2.4726569652557373,9.467e-05,131,22,100.0
2,Direct,AUTOIOT_ONLY,1.0,2.7456581592559814,9.467e-05,131,22,100.0
2,Direct,AUTOIOT_ONLY,1.0,2.539332151412964,9.467e-05,131,22,100.0
2,Direct,FLASH_FUSION,1.0,5.434723854064941,0.00042799,550,131,100.0
2,Direct,FLASH_FUSION,1.0,5.263670921325684,0.00042799,550,131,100.0
2,Direct,FLASH_FUSION,1.0,5.578473806381226,0.00054123,679,178,100.0
3,Direct,AUTOIOT_ONLY,1.0,2.8576772212982178,9.862e-05,131,27,100.0
3,Direct,AUTOIOT_ONLY,1.0,2.520562171936035,9.862e-05,131,27,100.0
3,Direct,AUTOIOT_ONLY,1.0,2.769167900085449,9.862e-05,131,27,100.0
3,Direct,FLASH_FUSION,1.0,5.124508380889893,0.00052115,653,172,100.0
3,Direct,FLASH_FUSION,1.0,4.963755130767822,0.00046404,587,149,100.0
3,Direct,FLASH_FUSION,1.0,5.108866930007935,0.00046227,584,149,100.0
4,Direct,AUTOIOT_ONLY,1.0,2.419718980789185,8.836e-05,127,17,100.0
4,Direct,AUTOIOT_ONLY,1.0,2.2736639976501465,8.836e-05,127,17,100.0
4,Direct,AUTOIOT_ONLY,1.0,2.3619070053100586,8.836e-05,127,17,100.0
4,Direct,FLASH_FUSION,1.0,6.2400901317596436,0.0006897299999999,845,242,100.0
4,Direct,FLASH_FUSION,1.0,6.072799921035767,0.00066119,806,235,100.0
4,Direct,FLASH_FUSION,1.0,6.1784586906433105,0.00065941,807,232,100.0
5,Reasoning,AUTOIOT_ONLY,1.0,3.144080877304077,0.00018314,135,131,100.0
5,Reasoning,AUTOIOT_ONLY,1.0,3.0317649841308594,0.00018314,135,131,100.0
5,Reasoning,AUTOIOT_ONLY,1.0,3.0608608722686768,0.00017921,127,132,100.0
5,Reasoning,FLASH_FUSION,1.0,6.040640115737915,0.00072644,855,281,100.0
5,Reasoning,FLASH_FUSION,1.0,5.858796834945679,0.0006559399999999,773,253,100.0
5,Reasoning,FLASH_FUSION,1.0,6.046771049499512,0.00075638,887,295,100.0
6,Reasoning,AUTOIOT_ONLY,1.0,3.3117380142211914,0.0001953499999999,149,136,100.0
6,Reasoning,AUTOIOT_ONLY,0.0,3.636366128921509,0.00025539,149,212,0.0
6,Reasoning,AUTOIOT_ONLY,0.0,3.3400471210479736,0.00021668,149,163,0.0
6,Reasoning,FLASH_FUSION,1.0,6.4842209815979,0.0011144,1222,498,100.0
6,Reasoning,FLASH_FUSION,1.0,7.099854230880737,0.0011300899999999,1187,544,100.0
6,Reasoning,FLASH_FUSION,0.0,6.650215148925781,0.00100072,1111,437,0.0
7,Reasoning,AUTOIOT_ONLY,1.0,2.579298973083496,0.00010888,135,37,100.0
7,Reasoning,AUTOIOT_ONLY,1.0,5.180353879928589,0.00019882,262,56,100.0
7,Reasoning,AUTOIOT_ONLY,1.0,2.8072760105133057,0.00010888,135,37,100.0
7,Reasoning,FLASH_FUSION,1.0,5.91465425491333,0.0006259299999999,769,218,100.0
7,Reasoning,FLASH_FUSION,1.0,6.070427894592285,0.00058811,729,200,100.0
7,Reasoning,FLASH_FUSION,1.0,5.579294919967651,0.00061548,762,210,100.0
8,Reasoning,AUTOIOT_ONLY,1.0,2.7740440368652344,0.00011458,146,36,100.0
8,Reasoning,AUTOIOT_ONLY,1.0,2.787208795547486,0.00011537,146,37,100.0
8,Reasoning,AUTOIOT_ONLY,1.0,2.6859467029571533,0.00011458,146,36,100.0
8,Reasoning,FLASH_FUSION,1.0,5.596560955047607,0.00051996,655,169,100.0
8,Reasoning,FLASH_FUSION,1.0,5.3565733432769775,0.00051602,651,167,100.0
8,Reasoning,FLASH_FUSION,1.0,5.695997953414917,0.00052941,667,172,100.0
9,Out-of-Scope,AUTOIOT_ONLY,0.0,2.9296717643737793,0.00023131,143,186,0.0
9,Out-of-Scope,AUTOIOT_ONLY,0.0,6.325900077819824,0.0004454899999999,265,366,0.0
9,Out-of-Scope,AUTOIOT_ONLY,0.0,6.33151912689209,0.00046978,266,396,0.0
9,Out-of-Scope,FLASH_FUSION,1.0,3.6722331047058105,0.00049436,388,336,100.0
9,Out-of-Scope,FLASH_FUSION,1.0,3.7223827838897705,0.00052195,412,353,100.0
9,Out-of-Scope,FLASH_FUSION,1.0,2.880331039428711,0.00039461,314,265,100.0
10,Out-of-Scope,AUTOIOT_ONLY,1.0,6.384984970092773,0.0003328399999999,137,319,100.0
10,Out-of-Scope,AUTOIOT_ONLY,1.0,5.528706073760986,0.00028623,137,260,100.0
10,Out-of-Scope,AUTOIOT_ONLY,1.0,5.656059741973877,0.00029887,137,276,100.0
10,Out-of-Scope,FLASH_FUSION,1.0,3.3382368087768555,0.0004872999999999,368,342,100.0
10,Out-of-Scope,FLASH_FUSION,1.0,3.872615814208984,0.00051173,392,355,100.0
10,Out-of-Scope,FLASH_FUSION,1.0,2.942718267440796,0.00045159,353,308,100.0
11,Out-of-Scope,AUTOIOT_ONLY,0.0,2.6462371349334717,0.00012722,146,52,0.0
11,Out-of-Scope,AUTOIOT_ONLY,1.0,8.646806716918945,0.00056457,349,454,100.0
11,Out-of-Scope,AUTOIOT_ONLY,0.0,3.0309319496154785,0.00021868,139,173,0.0
11,Out-of-Scope,FLASH_FUSION,1.0,3.872136116027832,0.0005815,450,400,100.0
11,Out-of-Scope,FLASH_FUSION,1.0,3.819432258605957,0.00057776,445,399,100.0
11,Out-of-Scope,FLASH_FUSION,1.0,3.72172212600708,0.00064656,496,448,100.0
12,Out-of-Scope,AUTOIOT_ONLY,0.0,3.9666519165039062,0.00026371,139,230,0.0
12,Out-of-Scope,AUTOIOT_ONLY,0.0,8.760440111160278,0.00067144,261,655,0.0
12,Out-of-Scope,AUTOIOT_ONLY,0.0,8.770857810974121,0.0006653299999999,256,651,0.0
12,Out-of-Scope,FLASH_FUSION,1.0,4.129151105880737,0.0005828999999999,443,407,100.0
12,Out-of-Scope,FLASH_FUSION,1.0,3.6458849906921382,0.0005403,419,371,100.0
12,Out-of-Scope,FLASH_FUSION,1.0,3.3530848026275635,0.00053737,406,377,100.0
