query_id,query_type,baseline,accuracy_raw,latency_s,cost_usd,input_tokens,output_tokens,accuracy_percent
1,Direct,AUTOIOT_PAPER,1.0,115.58753108978271,0.0155858099999999,20027,4772,100.0
1,Direct,AUTOIOT_PAPER,0.0,117.13242077827454,0.01226762,12993,5825,0.0
1,Direct,AUTOIOT_PAPER,1.0,164.49211025238037,0.0146787699999999,14940,7423,100.0
1,Direct,FLASH_FUSION,0.0,30.009026765823364,0.00028627,358,95,0.0
1,Direct,FLASH_FUSION,0.0,30.00249290466309,0.00028351,356,93,0.0
1,Direct,FLASH_FUSION,0.0,30.007463932037354,0.00028351,356,93,0.0
1,Direct,HARGPT_PAPER,0.0,2.0695807933807373,0.00031435,28,377,0.0
1,Direct,HARGPT_PAPER,0.0,1.3617467880249023,0.00019348,28,224,0.0
1,Direct,HARGPT_PAPER,0.0,1.6167941093444824,0.00022982,28,270,0.0
1,Direct,LLMSENSE_PAPER,0.0,519.7193500995636,0.1380166700000001,143418,67595,0.0
1,Direct,LLMSENSE_PAPER,0.0,577.6100690364838,0.13843422,143720,67898,0.0
1,Direct,LLMSENSE_PAPER,0.0,606.4948709011078,0.13893318,144085,68257,0.0
2,Direct,AUTOIOT_PAPER,0.0,67.08097720146179,0.01352125,17536,4019,0.0
2,Direct,AUTOIOT_PAPER,1.0,93.95680499076845,0.00954775,9398,5067,100.0
2,Direct,AUTOIOT_PAPER,1.0,132.33667731285095,0.0126286199999999,12926,6332,100.0
2,Direct,FLASH_FUSION,0.0,30.002968788146973,0.00032762,408,110,0.0
2,Direct,FLASH_FUSION,0.0,30.01123833656311,0.00031895,400,105,0.0
2,Direct,FLASH_FUSION,0.0,30.010311126708984,0.0003487,429,121,0.0
2,Direct,HARGPT_PAPER,0.0,0.9580409526824952,0.00016819,32,189,0.0
2,Direct,HARGPT_PAPER,0.0,1.3123819828033447,0.00023692,32,276,0.0
2,Direct,HARGPT_PAPER,0.0,1.3815181255340576,0.00023455,32,273,0.0
2,Direct,LLMSENSE_PAPER,0.0,536.4875509738922,0.13925769,144315,68496,0.0
2,Direct,LLMSENSE_PAPER,0.0,557.6189618110657,0.1393718200000001,144404,68574,0.0
2,Direct,LLMSENSE_PAPER,0.0,586.753114938736,0.13916365,144248,68427,0.0
3,Direct,AUTOIOT_PAPER,1.0,67.27006006240845,0.01361667,17604,4089,100.0
3,Direct,AUTOIOT_PAPER,0.0,215.68950414657593,0.01489323,15661,7156,0.0
3,Direct,AUTOIOT_PAPER,0.0,134.94637894630432,0.01210864,12595,5921,0.0
3,Direct,FLASH_FUSION,0.0,30.001485109329224,0.00038161,458,141,0.0
3,Direct,FLASH_FUSION,0.0,30.007472276687626,0.00036171,439,130,0.0
3,Direct,FLASH_FUSION,0.0,30.010696172714233,0.00037944,457,139,0.0
3,Direct,HARGPT_PAPER,0.0,1.192883014678955,0.00011289,32,119,0.0
3,Direct,HARGPT_PAPER,0.0,1.199717998504639,0.00011526,32,122,0.0
3,Direct,HARGPT_PAPER,0.0,0.9301357269287108,0.00011526,32,122,0.0
3,Direct,LLMSENSE_PAPER,0.0,522.3214030265808,0.1390345,144163,68327,0.0
3,Direct,LLMSENSE_PAPER,0.0,567.0305118560791,0.1387579199999999,143958,68130,0.0
3,Direct,LLMSENSE_PAPER,0.0,573.8598527908325,0.13866034,143885,68061,0.0
4,Direct,AUTOIOT_PAPER,0.0,88.52254986763,0.01625341,20402,5337,0.0
4,Direct,AUTOIOT_PAPER,1.0,95.79382109642027,0.0103079,10436,5254,100.0
4,Direct,AUTOIOT_PAPER,0.0,103.46186709403992,0.0112998099999999,11358,5821,0.0
4,Direct,FLASH_FUSION,0.0,30.014660835266113,0.00060782,666,272,0.0
4,Direct,FLASH_FUSION,0.0,30.003192901611328,0.00063875,697,288,0.0
4,Direct,FLASH_FUSION,0.0,30.00253391265869,0.00051047,580,213,0.0
4,Direct,HARGPT_PAPER,0.0,1.3002278804779053,0.00020986,33,241,0.0
4,Direct,HARGPT_PAPER,0.0,1.2115819454193115,0.00014982,33,165,0.0
4,Direct,HARGPT_PAPER,0.0,1.9179139137268064,0.00016325,33,182,0.0
4,Direct,LLMSENSE_PAPER,0.0,510.4692008495331,0.1389166200000001,144073,68245,0.0
4,Direct,LLMSENSE_PAPER,0.0,570.9367558956146,0.13856294,143819,67987,0.0
4,Direct,LLMSENSE_PAPER,0.0,581.9905319213867,0.13859115,143832,68013,0.0
5,Reasoning,AUTOIOT_PAPER,0.0,94.87501788139345,0.01810231,22336,6233,0.0
5,Reasoning,AUTOIOT_PAPER,0.0,119.34295773506165,0.0162995299999999,16569,8258,0.0
5,Reasoning,AUTOIOT_PAPER,1.0,199.40644216537476,0.01524125,14940,8135,100.0
5,Reasoning,FLASH_FUSION,0.0,17.642148971557617,0.00040856,343,261,0.0
5,Reasoning,FLASH_FUSION,0.0,30.010478019714355,0.0007951099999999,879,350,0.0
5,Reasoning,FLASH_FUSION,0.0,17.930800914764404,0.0004552699999999,382,291,0.0
5,Reasoning,HARGPT_PAPER,0.0,1.5446839332580566,0.00027698,45,317,0.0
5,Reasoning,HARGPT_PAPER,0.0,1.2658939361572266,0.00021931,45,244,0.0
5,Reasoning,HARGPT_PAPER,0.0,1.2145521640777588,0.00022721,45,254,0.0
5,Reasoning,LLMSENSE_PAPER,0.0,507.816908121109,0.13865026,143888,68046,0.0
5,Reasoning,LLMSENSE_PAPER,0.0,584.1368360519409,0.13881389,144006,68165,0.0
5,Reasoning,LLMSENSE_PAPER,0.0,577.6664369106293,0.1392418900000001,144315,68476,0.0
6,Reasoning,AUTOIOT_PAPER,1.0,106.98109292984007,0.01958354,25346,5860,100.0
6,Reasoning,AUTOIOT_PAPER,1.0,175.91854906082153,0.01440462,14158,7660,100.0
6,Reasoning,AUTOIOT_PAPER,0.0,120.7369420528412,0.0130041799999999,12881,6841,0.0
6,Reasoning,FLASH_FUSION,0.0,30.00800323486328,0.0005869199999999,652,256,0.0
6,Reasoning,FLASH_FUSION,0.0,30.003219842910767,0.00073323,746,371,0.0
6,Reasoning,FLASH_FUSION,0.0,30.013102054595947,0.0005615,629,241,0.0
6,Reasoning,HARGPT_PAPER,0.0,1.1276421546936035,0.00021697,33,250,0.0
6,Reasoning,HARGPT_PAPER,0.0,1.8473961353302,0.0003141399999999,33,373,0.0
6,Reasoning,HARGPT_PAPER,0.0,1.112321138381958,0.00021697,33,250,0.0
6,Reasoning,LLMSENSE_PAPER,0.0,521.944167137146,0.1387561500000001,143955,68130,0.0
6,Reasoning,LLMSENSE_PAPER,0.0,598.8608300685883,0.13914175,144239,68406,0.0
6,Reasoning,LLMSENSE_PAPER,0.0,573.3811929225922,0.13898641,144123,68296,0.0
7,Reasoning,AUTOIOT_PAPER,1.0,112.846293926239,0.01998778,22598,8424,100.0
7,Reasoning,AUTOIOT_PAPER,0.0,223.8678858280182,0.01780702,17054,9804,0.0
7,Reasoning,AUTOIOT_PAPER,0.0,148.67175388336182,0.01536006,15132,8142,0.0
7,Reasoning,FLASH_FUSION,0.0,30.013752222061157,0.0005707399999999,646,240,0.0
7,Reasoning,FLASH_FUSION,0.0,30.010467767715458,0.00051365,572,223,0.0
7,Reasoning,FLASH_FUSION,0.0,30.01055693626404,0.0007346799999999,719,393,0.0
7,Reasoning,HARGPT_PAPER,0.0,2.2267770767211914,0.00038228,32,460,0.0
7,Reasoning,HARGPT_PAPER,0.0,2.046729803085327,0.00037359,32,449,0.0
7,Reasoning,HARGPT_PAPER,0.0,1.695523023605347,0.00028432,32,336,0.0
