baseline,query_type,runs_n,accuracy_raw,accuracy_raw_std,latency_s,latency_s_std,input_tokens,input_tokens_std,output_tokens,output_tokens_std,cost_usd,cost_usd_std,accuracy_percent,accuracy_percent_std
FLASH_FUSION,Direct,3,0.0,0.0,30.00696192185084,0.0008285361315119506,467.0,9.962429422585638,150.0,7.365459931328117,0.00039403,1.1691449867317564e-05,0.0,0.0
FLASH_FUSION,Reasoning,3,0.0,0.0,27.97134115298589,1.763075297684431,566.4166666666666,77.51787428286029,247.83333333333334,26.76790677907657,0.000529974166666625,6.279933052656709e-05,0.0,0.0
FLASH_FUSION,Out-of-Scope,3,1.0,0.0,17.375490566094715,0.102613130811323,347.75,41.384628788959795,309.5,42.80551950391445,0.0004496774999999833,5.819608658450822e-05,100.0,0.0
AUTOIOT_PAPER,Direct,3,0.5,0.0,116.35589190324147,27.53372357956266,14656.333333333334,3691.9656886045586,5584.666666666667,933.595480298257,0.013059123333333299,0.001530900821871985,50.0,0.0
AUTOIOT_PAPER,Reasoning,3,0.4166666666666667,0.14433756729740643,140.93938871224722,26.8180122926644,17798.083333333332,5206.9078055822465,7324.916666666667,845.1599823899221,0.01628755333333331,0.002655563470929178,41.66666666666667,14.433756729740644
AUTOIOT_PAPER,Out-of-Scope,3,0.08333333333333333,0.14433756729740646,463.28251920143765,562.1945535360604,16513.333333333332,8310.3277851017,8250.75,724.2743351106678,0.01626095916666664,0.005229289242070386,8.333333333333332,14.433756729740645
HARGPT_PAPER,Direct,3,0.0,0.0,1.371043602625529,0.09544540224956152,31.25,0.0,213.33333333333334,17.429022730300552,0.0001869708333333333,1.3768927956937424e-05,0.0,0.0
HARGPT_PAPER,Reasoning,3,0.0,0.0,1.4132267832756042,0.16019199708707907,35.5,0.0,287.25,37.022797031018605,0.00024787249999999166,2.924800965449621e-05,0.0,0.0
HARGPT_PAPER,Out-of-Scope,3,0.4166666666666667,0.14433756729740646,1.4994729558626811,0.09753348568030473,33.0,0.0,322.3333333333333,10.503967504392481,0.0002741133333333333,8.298134328470045e-06,41.66666666666667,14.433756729740645
LLMSENSE_PAPER,Direct,3,0.0,0.0,559.2743478417397,33.43880922606562,143993.33333333334,18.648614783227035,68167.5,21.179294133657997,0.13880839166666667,2.7732820958814115e-05,0.0,0.0
LLMSENSE_PAPER,Reasoning,3,0.0,0.0,564.0293379426003,32.46638953689843,144088.41666666666,125.92913020161112,68261.16666666667,128.19548874017696,0.1389384875,0.00017556890476033943,0.0,0.0
LLMSENSE_PAPER,Out-of-Scope,3,1.0,0.0,564.4278249343237,15.245817002302704,144067.66666666666,87.19566120704631,68242.0,88.1181734944614,0.13891110333333334,0.00012105847028226848,100.0,0.0
