query_id,query_type,baseline,accuracy_raw,latency_s,cost_usd,input_tokens,output_tokens,accuracy_percent
1,Direct,AUTOIOT_PAPER,0.0,277.8092198371887,0.02602026,34274,7340,0.0
1,Direct,AUTOIOT_PAPER,1.0,357.8452959060669,0.0288817699999999,36434,9349,100.0
1,Direct,AUTOIOT_PAPER,1.0,317.9038281440735,0.02830913,35916,9011,100.0
2,Direct,AUTOIOT_PAPER,1.0,308.425528049469,0.02639353,34829,7398,100.0
2,Direct,AUTOIOT_PAPER,1.0,264.9978322982788,0.02504416,33901,6383,100.0
2,Direct,AUTOIOT_PAPER,1.0,328.63216519355774,0.02601788,35384,6508,100.0
3,Direct,AUTOIOT_PAPER,1.0,732.9200141429901,0.03142142,37857,11501,100.0
3,Direct,AUTOIOT_PAPER,1.0,335.06774282455444,0.02532706,31025,8889,100.0
3,Direct,AUTOIOT_PAPER,1.0,537.2166721820831,0.0314303,39677,10153,100.0
4,Direct,AUTOIOT_PAPER,1.0,383.18835282325745,0.02545936,31746,8518,100.0
4,Direct,AUTOIOT_PAPER,1.0,535.4135448932648,0.0385591199999999,48107,12881,100.0
4,Direct,AUTOIOT_PAPER,1.0,394.96798396110535,0.02922662,36586,9672,100.0
5,Reasoning,AUTOIOT_PAPER,1.0,655.136152267456,0.0461735199999999,55460,17028,100.0
5,Reasoning,AUTOIOT_PAPER,0.0,1008.2926540374756,0.04797111,59195,16514,0.0
5,Reasoning,AUTOIOT_PAPER,0.0,1147.2987687587738,0.04600791,51868,19501,0.0
6,Reasoning,AUTOIOT_PAPER,0.0,1615.6552910804749,0.06255437,53563,39180,0.0
6,Reasoning,AUTOIOT_PAPER,1.0,739.2429180145264,0.04016319,48117,14904,100.0
6,Reasoning,AUTOIOT_PAPER,0.0,1819.3154270648956,0.06356779,63735,32866,0.0
7,Reasoning,AUTOIOT_PAPER,0.0,439.2194790840149,0.0283334599999999,37718,7696,0.0
7,Reasoning,AUTOIOT_PAPER,0.0,877.6430420875549,0.03569854,44785,11741,0.0
7,Reasoning,AUTOIOT_PAPER,0.0,562.7657289505005,0.03476531,43301,11668,0.0
8,Reasoning,AUTOIOT_PAPER,1.0,628.5416247844696,0.03245533,37147,13340,100.0
8,Reasoning,AUTOIOT_PAPER,1.0,707.8618791103363,0.0394748699999999,47103,14790,100.0
8,Reasoning,AUTOIOT_PAPER,0.0,730.0315840244293,0.0372027299999999,43272,14775,0.0
9,Out-of-Scope,AUTOIOT_PAPER,0.0,628.6464340686798,0.04058956,47261,16083,0.0
9,Out-of-Scope,AUTOIOT_PAPER,0.0,812.0430397987366,0.04493646,50925,18849,0.0
9,Out-of-Scope,AUTOIOT_PAPER,0.0,541.9485960006714,0.03672068,42937,14415,0.0
10,Out-of-Scope,AUTOIOT_PAPER,0.0,950.656240940094,0.0543337199999999,59373,24435,0.0
10,Out-of-Scope,AUTOIOT_PAPER,0.0,878.9951317310333,0.05375306,54874,27060,0.0
10,Out-of-Scope,AUTOIOT_PAPER,0.0,1113.5502090454102,0.05559149,59890,25641,0.0
11,Out-of-Scope,AUTOIOT_PAPER,0.0,920.419282913208,0.05529672,58350,26418,0.0
11,Out-of-Scope,AUTOIOT_PAPER,0.0,804.2288670539856,0.04855717,52370,22353,0.0
11,Out-of-Scope,AUTOIOT_PAPER,0.0,1223.7435648441317,0.05062633,47728,28439,0.0
12,Out-of-Scope,AUTOIOT_PAPER,0.0,1040.5205421447754,0.05574046,60658,25256,0.0
12,Out-of-Scope,AUTOIOT_PAPER,0.0,1940.7759757041931,0.07752341,77215,40464,0.0
12,Out-of-Scope,AUTOIOT_PAPER,0.0,1334.181412935257,0.05743605,61743,26592,0.0
